ErrorCode,ErrorColumn,ErrorMessage,SFAccountID,SalesOrderNo
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0020773
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0020776
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0020765
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0020766
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0020772
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0020752
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0020718
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0020732
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0020733
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0020721
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0020695
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0020711
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0020706
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0020691
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0020640
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0020641
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0020642
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0020643
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0020616
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0020578
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0020596
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0020543
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0020473
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0020474
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0020475
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0020476
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0020457
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0020458
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0020466
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0020430
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0020436
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0020386
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0020359
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0020382
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0020334
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0020344
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0020310
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0020325
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0020330
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0020298
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0020306
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0020268
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0020273
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0020237
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0020281
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0020231
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0020238
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0020260
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0020261
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0020267
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0020209
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0020202
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0020198
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0020181
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0020185
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0020154
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0020156
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0020159
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0020160
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0020178
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0020125
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0020132
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0020100
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0020115
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0020092
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0019951
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0020046
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0020053
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0020054
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0019591
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0020010
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0019992
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0020000
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0019971
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0019972
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0019974
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0019952
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0019937
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0019943
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0019788
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0019930
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0019923
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0019909
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0019910
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0019905
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0019895
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0019896
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0019714
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0019881
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0019882
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0019833
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0019861
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0019863
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0019844
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0019846
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0019847
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0019854
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0019857
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0019790
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0019791
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0019792
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0019794
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0019773
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0019774
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0019776
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0019777
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0019778
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0019785
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0019796
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0019751
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0019753
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0019763
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0019765
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0019705
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0019707
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0019677
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0019617
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0019607
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0019578
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0019571
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0019569
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0019529
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0019532
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0019565
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0019576
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0019530
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0019493
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0019495
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0019507
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0019465
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0019467
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0019438
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0019450
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0019394
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0019444
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0019215
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0019405
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0019400
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0019388
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0019389
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0019382
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0019353
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0019349
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0019286
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0019261
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0019264
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0019256
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0019251
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0019240
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0019195
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0019218
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0019214
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0019204
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0019194
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0019192
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0019168
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0019169
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0019170
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0019171
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0019145
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0019146
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0019135
1,,INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ShipVia (ERP): bad value for restricted picklist field: OTHER (USED METHOD NO LONGER AVAIL):ShipVia__c --,0014x00000L5f5tAAB,0019119
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0019115
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0019113
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0019114
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0019096
1,,INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ShipVia (ERP): bad value for restricted picklist field: OTHER (USED METHOD NO LONGER AVAIL):ShipVia__c --,0014x00000L5ePzAAJ,0019088
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0019030
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0019020
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0019009
1,,INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ShipVia (ERP): bad value for restricted picklist field: OTHER (USED METHOD NO LONGER AVAIL):ShipVia__c --,0014x00000L5f4hAAB,0008553
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0008581
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0008592
1,,INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ShipVia (ERP): bad value for restricted picklist field: OTHER (USED METHOD NO LONGER AVAIL):ShipVia__c --,0014x00000L5f63AAB,0019040
1,,INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ShipVia (ERP): bad value for restricted picklist field: OTHER (USED METHOD NO LONGER AVAIL):ShipVia__c --,0014x00000L5f51AAB,0019007
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0008580
1,,INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ShipVia (ERP): bad value for restricted picklist field: OTHER (USED METHOD NO LONGER AVAIL):ShipVia__c --,0014x00000L5f4zAAB,0008582
